Param   error 
0.907894730567932  3.7832488305866718e-03 
3.000000000000000  2.9269102960824966e-03 
1.460526347160339  2.9297654982656240e-03 
1.223684191703796  2.7057901024818420e-03 
2.407894849777222  2.6327183004468679e-03 
1.578947424888611  2.9605519957840443e-03 
2.763157844543457  2.4424926377832890e-03 
0.552631556987762  1.8552737310528755e-03 
0.789473712444305  2.3596310056746006e-03 
2.723684310913086  1.5887568006291986e-03 
2.684210538864136  1.4959523687139153e-03 
1.736842155456543  1.8640378257259727e-03 
0.473684221506119  2.6881145313382149e-03 
0.592105269432068  2.9523768462240696e-03 
0.986842095851898  2.9948910232633352e-03 
1.026315808296204  3.2895980402827263e-03 
0.118421055376530  2.6857557240873575e-03 
0.947368443012238  3.8235366810113192e-03 
0.236842110753059  3.0199999455362558e-03 
0.631578922271729  3.3973937388509512e-03 
1.144736886024475  3.3165682107210159e-03 
2.447368383407593  1.7855141777545214e-03 
2.565789461135864  1.7841871595010161e-03 
1.894736886024475  1.8551296088844538e-03 
0.276315778493881  3.5724404733628035e-03 
0.434210538864136  2.4698060005903244e-03 
1.973684191703796  2.0040918607264757e-03 
1.342105269432068  2.0277411676943302e-03 
1.065789461135864  3.0126492492854595e-03 
2.250000000000000  1.9513140432536602e-03 
2.328947305679321  1.7405475955456495e-03 
1.618421077728271  2.2368587087839842e-03 
1.184210538864136  2.5917957536876202e-03 
2.644736766815186  1.8373111961409450e-03 
0.157894730567932  3.8673607632517815e-03 
2.921052694320679  2.3835664615035057e-03 
2.171052694320679  2.7178404852747917e-03 
2.881578922271729  2.2647986188530922e-03 
0.394736856222153  4.6234456822276115e-03 
1.421052575111389  2.9321033507585526e-03 
1.657894730567932  2.5893074925988913e-03 
2.842105150222778  2.4077524431049824e-03 
2.960526227951050  2.1121311001479626e-03 
0.000000000000000  2.9339999891817570e-03 
2.289473772048950  1.9585133995860815e-03 
1.934210538864136  2.0249052904546261e-03 
0.039473682641983  3.5927062854170799e-03 
0.315789461135864  2.5863244663923979e-03 
0.828947365283966  3.4476162400096655e-03 
1.815789461135864  1.9423101330175996e-03 
0.078947365283966  3.2073124311864376e-03 
1.381578922271729  2.2755670361220837e-03 
2.368421077728271  1.7985322047024965e-03 
0.671052634716034  2.0514817442744970e-03 
1.697368383407593  1.9713884685188532e-03 
2.013157844543457  1.7583146691322327e-03 
2.052631616592407  1.8229247070848942e-03 
1.855263113975525  1.8023328157141805e-03 
0.355263143777847  2.3999512195587158e-03 
0.710526287555695  3.1130602583289146e-03 
1.539473652839661  1.7730388790369034e-03 
0.197368428111076  2.9106787405908108e-03 
1.302631616592407  2.2414098493754864e-03 
2.486842155456543  1.6299113631248474e-03 
0.868421077728271  2.5201879907399416e-03 
0.750000000000000  2.6122443377971649e-03 
1.105263113975525  1.8485132604837418e-03 
0.513157904148102  2.9459751676768064e-03 
1.500000000000000  1.9697844982147217e-03 
2.802631616592407  1.5963545301929116e-03 
2.605263233184814  4.0865354239940643e-03 
2.131578922271729  3.8056410849094391e-03 
2.526315689086914  3.9944224990904331e-03 
1.776315808296204  3.5694206599146128e-03 
1.263157844543457  4.4589792378246784e-03 
2.092105150222778  3.8079528603702784e-03 
2.210526227951050  3.8167436141520739e-03 
