Param   error 
2.802631616592407  1.6572629101574421e-03 
2.407894849777222  1.6663768328726292e-03 
1.500000000000000  1.9534698221832514e-03 
1.263157844543457  2.2057648748159409e-03 
2.526315689086914  1.6794148832559586e-03 
0.710526287555695  2.6547070592641830e-03 
0.157894730567932  2.9176264069974422e-03 
2.565789461135864  2.5104705709964037e-03 
1.894736886024475  2.5733441580086946e-03 
1.618421077728271  3.0028980690985918e-03 
1.105263113975525  3.2185143791139126e-03 
2.605263233184814  2.6421737857162952e-03 
2.131578922271729  2.6363127399235964e-03 
2.960526227951050  2.7178132440894842e-03 
1.460526347160339  1.8337990622967482e-03 
1.065789461135864  2.4632879067212343e-03 
0.394736856222153  2.3814719170331955e-03 
2.013157844543457  1.7780996859073639e-03 
2.328947305679321  1.5486390329897404e-03 
0.592105269432068  2.5437253061681986e-03 
1.855263113975525  1.8439126433804631e-03 
0.355263143777847  2.6406927499920130e-03 
0.789473712444305  2.4348346050828695e-03 
0.276315778493881  3.3923534210771322e-03 
0.947368443012238  3.1838044524192810e-03 
2.250000000000000  2.2138592321425676e-03 
2.210526227951050  2.0162693690508604e-03 
1.342105269432068  2.0550517365336418e-03 
1.776315808296204  1.7554888036102057e-03 
0.631578922271729  2.9999683611094952e-03 
2.289473772048950  1.9289564806967974e-03 
0.750000000000000  2.7479899581521749e-03 
2.881578922271729  1.8569577950984240e-03 
1.973684191703796  1.9995949696749449e-03 
2.921052694320679  1.9658331293612719e-03 
2.052631616592407  2.0597053226083517e-03 
1.539473652839661  1.9867660012096167e-03 
0.986842095851898  2.6298686861991882e-03 
1.815789461135864  2.0530980546027422e-03 
0.197368428111076  3.0449158512055874e-03 
0.039473682641983  2.7978988364338875e-03 
1.736842155456543  2.0567546598613262e-03 
0.473684221506119  2.8751008212566376e-03 
0.671052634716034  2.3566645104438066e-03 
0.828947365283966  3.3311224542558193e-03 
1.184210538864136  3.0587385408580303e-03 
2.092105150222778  2.4637263268232346e-03 
0.552631556987762  2.2332156077027321e-03 
1.302631616592407  2.6924510020762682e-03 
0.513157904148102  2.4847858585417271e-03 
2.723684310913086  1.7532238271087408e-03 
0.078947365283966  2.5049655232578516e-03 
2.684210538864136  1.6738064587116241e-03 
1.578947424888611  1.8998883897438645e-03 
0.868421077728271  2.3750939872115850e-03 
1.657894730567932  1.6968121053650975e-03 
0.000000000000000  1.8013063818216324e-03 
2.171052694320679  2.0339488983154297e-03 
0.315789461135864  2.3283711634576321e-03 
2.842105150222778  1.9165687263011932e-03 
1.144736886024475  2.5329741183668375e-03 
2.644736766815186  1.7766384407877922e-03 
1.026315808296204  2.5889948010444641e-03 
1.223684191703796  1.9044020446017385e-03 
2.447368383407593  1.6522401710972190e-03 
0.118421055376530  2.4027333129197359e-03 
2.486842155456543  1.8667831318452954e-03 
1.934210538864136  1.9700324628502131e-03 
2.763157844543457  1.7181778093799949e-03 
1.421052575111389  2.1216154564172029e-03 
0.907894730567932  2.3181992582976818e-03 
2.368421077728271  1.7144335433840752e-03 
3.000000000000000  1.9621786195784807e-03 
1.697368383407593  1.8036846304312348e-03 
1.381578922271729  1.9701183773577213e-03 
0.236842110753059  2.2329972125589848e-03 
0.434210538864136  1.9041988998651505e-03 
