Param   error 
0.197368428111076  6.5369619987905025e-03 
0.947368443012238  5.7218200527131557e-03 
1.381578922271729  4.5484653674066067e-03 
1.223684191703796  4.2768428102135658e-03 
2.289473772048950  3.7609143182635307e-03 
1.973684191703796  3.9149611257016659e-03 
0.039473682641983  6.7462390288710594e-03 
2.447368383407593  2.9160939157009125e-03 
2.328947305679321  2.9541801195591688e-03 
1.697368383407593  3.1025977805256844e-03 
2.092105150222778  3.1184218823909760e-03 
1.815789461135864  3.0852355994284153e-03 
2.960526227951050  3.4920535981655121e-03 
2.644736766815186  3.0414424836635590e-03 
0.907894730567932  4.5101717114448547e-03 
2.210526227951050  5.0043747760355473e-03 
0.315789461135864  3.2931526657193899e-03 
0.552631556987762  3.1972108408808708e-03 
0.513157904148102  3.8437079638242722e-03 
0.986842095851898  4.3243588879704475e-03 
1.065789461135864  4.9689216539263725e-03 
2.052631616592407  3.4296917729079723e-03 
0.000000000000000  4.7297496348619461e-03 
1.736842155456543  3.5578340757638216e-03 
1.618421077728271  3.5799287725239992e-03 
1.421052575111389  3.7358687259256840e-03 
0.157894730567932  5.7919118553400040e-03 
2.171052694320679  3.4437505528330803e-03 
2.684210538864136  2.7234088629484177e-03 
1.578947424888611  3.1276789959520102e-03 
1.539473652839661  3.0926337931305170e-03 
2.763157844543457  2.6443209499120712e-03 
2.723684310913086  2.7486095204949379e-03 
0.789473712444305  4.0962509810924530e-03 
0.473684221506119  4.5524681918323040e-03 
1.776315808296204  3.0611935071647167e-03 
2.250000000000000  3.1372196972370148e-03 
2.526315689086914  2.9716340359300375e-03 
1.026315808296204  4.4734668917953968e-03 
3.000000000000000  3.0512330122292042e-03 
2.368421077728271  3.0701432842761278e-03 
0.276315778493881  5.4185697808861732e-03 
0.118421055376530  6.0223280452191830e-03 
2.881578922271729  3.3153588883578777e-03 
1.302631616592407  4.4490019790828228e-03 
0.592105269432068  5.9601152315735817e-03 
2.565789461135864  3.3363269176334143e-03 
0.355263143777847  5.9640412218868732e-03 
2.013157844543457  3.6912909708917141e-03 
2.486842155456543  3.4641362726688385e-03 
1.144736886024475  4.6009230427443981e-03 
0.078947365283966  6.2178061343729496e-03 
2.605263233184814  3.4307464957237244e-03 
0.236842110753059  5.7671647518873215e-03 
1.657894730567932  3.7446832284331322e-03 
1.263157844543457  4.4410484842956066e-03 
0.710526287555695  4.8882593400776386e-03 
1.342105269432068  3.5702865570783615e-03 
2.921052694320679  3.4721917472779751e-03 
0.750000000000000  4.5252209529280663e-03 
0.868421077728271  4.4199433177709579e-03 
1.105263113975525  3.6992707755416632e-03 
1.184210538864136  4.1651115752756596e-03 
0.828947365283966  4.9707405269145966e-03 
1.934210538864136  3.4455223940312862e-03 
0.394736856222153  5.0182980485260487e-03 
0.631578922271729  4.9931886605918407e-03 
0.671052634716034  4.2207199148833752e-03 
1.894736886024475  3.3237005118280649e-03 
2.842105150222778  3.2473371829837561e-03 
0.434210538864136  4.0787602774798870e-03 
1.460526347160339  3.0554928816854954e-03 
2.407894849777222  2.7182903140783310e-03 
1.855263113975525  2.9813374858349562e-03 
2.131578922271729  2.8324651066213846e-03 
2.802631616592407  2.6936223730444908e-03 
1.500000000000000  3.2208934426307678e-03 
