Param   error 
2.171052694320679  1.8715207697823644e-03 
0.394736856222153  2.9260169249027967e-03 
1.381578922271729  2.2962235379964113e-03 
0.907894730567932  2.7656247839331627e-03 
2.368421077728271  1.7909654416143894e-03 
2.407894849777222  1.7890636809170246e-03 
0.473684221506119  2.7028904296457767e-03 
1.539473652839661  1.9926077220588923e-03 
0.868421077728271  2.7190754190087318e-03 
2.447368383407593  1.6116918995976448e-03 
2.684210538864136  1.6946588875725865e-03 
1.421052575111389  2.0756055600941181e-03 
1.460526347160339  2.0102257840335369e-03 
0.118421055376530  2.3096555378288031e-03 
0.671052634716034  3.4949900582432747e-03 
2.960526227951050  2.8498810715973377e-03 
2.328947305679321  2.3159044794738293e-03 
1.500000000000000  2.9799079056829214e-03 
2.644736766815186  2.3603639565408230e-03 
2.723684310913086  2.4329698644578457e-03 
2.092105150222778  2.5372342206537724e-03 
1.223684191703796  2.1262010559439659e-03 
2.921052694320679  2.1500117145478725e-03 
1.894736886024475  1.8848631298169494e-03 
2.486842155456543  1.8741115927696228e-03 
2.842105150222778  1.9889061804860830e-03 
0.947368443012238  3.5963079426437616e-03 
0.710526287555695  3.5371393896639347e-03 
1.776315808296204  1.8943335162475705e-03 
1.026315808296204  3.1499683391302824e-03 
2.802631616592407  1.9794774707406759e-03 
0.355263143777847  2.6509503368288279e-03 
0.750000000000000  2.8634076006710529e-03 
2.131578922271729  1.9676010124385357e-03 
0.197368428111076  3.2123269047588110e-03 
0.039473682641983  3.2059662044048309e-03 
2.526315689086914  2.1516913548111916e-03 
0.552631556987762  2.3036561906337738e-03 
1.578947424888611  2.3702869657427073e-03 
0.592105269432068  3.3551997039467096e-03 
0.631578922271729  3.3744690008461475e-03 
2.565789461135864  2.0645025651901960e-03 
0.986842095851898  2.5870546232908964e-03 
1.302631616592407  2.4583807680755854e-03 
0.315789461135864  2.5176475755870342e-03 
1.934210538864136  2.0169143099337816e-03 
2.289473772048950  1.9583401735872030e-03 
1.144736886024475  2.7273562736809254e-03 
1.342105269432068  2.1019887644797564e-03 
1.263157844543457  2.4682709481567144e-03 
0.078947365283966  3.1246563885360956e-03 
1.065789461135864  2.8722260612994432e-03 
1.973684191703796  1.8283395329490304e-03 
1.657894730567932  1.8677434418350458e-03 
2.250000000000000  1.8086777999997139e-03 
2.763157844543457  1.6682037385180593e-03 
0.789473712444305  2.5296346284449100e-03 
2.052631616592407  1.9219556124880910e-03 
2.013157844543457  1.8010728526860476e-03 
0.513157904148102  3.1716227531433105e-03 
2.881578922271729  1.8941377056762576e-03 
1.184210538864136  2.6346463710069656e-03 
1.697368383407593  2.0313542336225510e-03 
2.605263233184814  1.8270312575623393e-03 
0.828947365283966  3.5347854718565941e-03 
1.736842155456543  2.1056630648672581e-03 
3.000000000000000  2.4018625263124704e-03 
1.815789461135864  2.0199290011078119e-03 
2.210526227951050  1.7521098488941789e-03 
0.276315778493881  3.7173074670135975e-03 
1.855263113975525  4.2585609480738640e-03 
1.105263113975525  4.4437916949391365e-03 
0.236842110753059  3.6832005716860294e-03 
0.157894730567932  4.5749326236546040e-03 
0.000000000000000  4.1894167661666870e-03 
0.434210538864136  3.5668681375682354e-03 
1.618421077728271  4.2901560664176941e-03 
