Param   error 
0.157894730567932  3.8584694266319275e-03 
2.723684310913086  2.2593573667109013e-03 
0.394736856222153  3.3058482222259045e-03 
0.236842110753059  2.9807982500642538e-03 
0.947368443012238  3.9292685687541962e-03 
1.618421077728271  2.6499568484723568e-03 
1.578947424888611  2.4429033510386944e-03 
2.171052694320679  3.2984113786369562e-03 
2.289473772048950  3.1692276243120432e-03 
2.842105150222778  3.2070486340671778e-03 
1.460526347160339  3.3245149534195662e-03 
1.776315808296204  2.8002220205962658e-03 
1.657894730567932  2.9555098153650761e-03 
2.881578922271729  3.2245062757283449e-03 
2.210526227951050  1.5624210936948657e-03 
0.513157904148102  2.9944689013063908e-03 
2.407894849777222  1.6102974768728018e-03 
2.328947305679321  1.4956321101635695e-03 
0.710526287555695  3.2762321643531322e-03 
1.736842155456543  1.8159552710130811e-03 
2.052631616592407  1.8210700945928693e-03 
0.789473712444305  2.3616033140569925e-03 
0.315789461135864  2.3581257555633783e-03 
2.960526227951050  2.1486300975084305e-03 
0.552631556987762  1.9679565448313951e-03 
0.750000000000000  2.7181543409824371e-03 
2.092105150222778  1.9251585472375154e-03 
2.368421077728271  2.0052732434123755e-03 
2.684210538864136  1.5402906574308872e-03 
2.526315689086914  1.5989977400749922e-03 
1.500000000000000  2.2187842987477779e-03 
2.565789461135864  1.4856794150546193e-03 
0.197368428111076  2.8561274521052837e-03 
0.000000000000000  2.4756635539233685e-03 
2.131578922271729  1.6319690039381385e-03 
0.276315778493881  3.3187749795615673e-03 
1.263157844543457  2.3564973380416632e-03 
2.013157844543457  1.6539416974410415e-03 
1.144736886024475  2.6600440032780170e-03 
1.855263113975525  1.7480235546827316e-03 
2.486842155456543  1.5936826821416616e-03 
2.921052694320679  1.7030423041433096e-03 
0.986842095851898  2.8890306130051613e-03 
1.223684191703796  2.1411655470728874e-03 
0.434210538864136  2.3752513807266951e-03 
1.697368383407593  2.3655579425394535e-03 
1.894736886024475  1.9778993446379900e-03 
0.118421055376530  2.5453607086092234e-03 
0.671052634716034  2.4320646189153194e-03 
1.184210538864136  2.6524583809077740e-03 
0.868421077728271  2.6846975088119507e-03 
1.342105269432068  1.8705955008044839e-03 
2.447368383407593  1.5545916976407170e-03 
2.250000000000000  1.7649803776293993e-03 
1.934210538864136  1.8495548283681273e-03 
1.026315808296204  2.9295855201780796e-03 
0.631578922271729  3.1761862337589264e-03 
3.000000000000000  2.1981173194944859e-03 
2.605263233184814  1.7946126172319055e-03 
0.828947365283966  3.3140906598418951e-03 
1.105263113975525  2.2340798750519753e-03 
1.815789461135864  1.9279689295217395e-03 
1.539473652839661  1.8174310680478811e-03 
0.592105269432068  3.2453429885208607e-03 
2.644736766815186  1.5698834322392941e-03 
1.302631616592407  2.2422808688133955e-03 
1.065789461135864  3.0647190287709236e-03 
1.973684191703796  1.7468946753069758e-03 
1.421052575111389  2.0033677574247122e-03 
2.802631616592407  1.6824897611513734e-03 
0.473684221506119  4.0637613274157047e-03 
0.039473682641983  4.3958732858300209e-03 
2.763157844543457  4.1730236262083054e-03 
0.907894730567932  4.4565224088728428e-03 
1.381578922271729  4.0316982194781303e-03 
0.078947365283966  4.2962320148944855e-03 
0.355263143777847  3.8873790763318539e-03 
