0.1	302	0.00289028	

0.2	302	0.00577306	

0.3	301.999	0.00864871	

0.4	301.999	0.0115206	

0.5	301.999	0.0143914	

0.6	301.999	0.0172619	

0.7	301.999	0.0201317	

0.8	301.998	0.0230005	

0.9	301.998	0.0258682	

1	301.998	0.0287349	

1.1	301.998	0.0316007	

1.2	301.998	0.0344657	

1.3	301.997	0.0373299	

1.4	301.997	0.0401934	

1.5	301.997	0.0430562	

1.6	301.997	0.0459182	

1.7	301.997	0.0487796	

1.8	301.997	0.0516404	

1.9	301.996	0.0545005	

2	301.996	0.0573601	

2.1	301.996	0.0602191	

2.2	301.996	0.0630776	

2.3	301.996	0.0659356	

2.4	301.996	0.0687931	

2.5	301.995	0.0716502	

2.6	301.995	0.0745068	

2.7	301.995	0.0773631	

2.8	301.995	0.0802189	

2.9	301.995	0.0830745	

3	301.995	0.0859297	

3.1	301.994	0.0887846	

3.2	301.994	0.0916392	

3.3	301.994	0.0944935	

3.4	301.994	0.0973477	

3.5	301.994	0.100202	

3.6	301.994	0.103055	

3.7	301.994	0.105909	

3.8	301.993	0.108762	

3.9	301.993	0.111615	

4	301.993	0.114469	

4.1	301.993	0.117322	

4.2	301.993	0.120175	

4.3	301.993	0.123028	

4.4	301.993	0.125881	

4.5	301.992	0.128733	

4.6	301.992	0.131586	

4.7	301.992	0.134439	

4.8	301.992	0.137292	

4.9	301.992	0.140145	

5	301.992	0.142999	

5.1	301.992	0.145852	

5.2	301.992	0.148705	

5.3	301.991	0.151559	

5.4	301.991	0.154413	

5.5	301.991	0.157266	

5.6	301.991	0.160121	

5.7	301.991	0.162975	

5.8	301.991	0.16583	

5.9	301.991	0.168685	

6	301.991	0.17154	

6.1	301.99	0.174396	

6.2	301.99	0.177252	

6.3	301.99	0.180108	

6.4	301.99	0.182965	

6.5	301.99	0.185823	

6.6	301.99	0.18868	

6.7	301.99	0.191538	

6.8	301.99	0.194397	

